"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
covid_objective_29,covid_objective,,notes,"Who are each of the people you currently live with?

(i.e. Mother, Father, Partner, Child, Roommate, etc.)",,,,,,,"[covid_objective_27] = '1'",,,,,,
covid_objective_30,covid_objective,,radio,"How many separate rooms are in the house, apartment, or mobile home where you are currently living?

(INCLUDE bedrooms, kitchens, etc. EXCLUDE bathrooms, porches, balconies, foyers, halls, or unfinished basements)","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, More than 5",,,,,,,,,,,,
covid_objective_31,covid_objective,,radio,"How many of these rooms are bedrooms? 

(If this is a studio apartment, select 0)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, More than 5",,,,,,,,,,,,
covid_objective_32,covid_objective,,text,"Approximately what date did you begin social distancing?",,,date_mdy,,,,,,,,,,
covid_objective_33,covid_objective,,checkbox,"Which of the following situations have applied to you?

Check all that apply.","1, Voluntary quarantine due to confirmed/suspected case | 2, Voluntary quarantine due to fear of exposure | 3, Stay-in-order by local government (i.e. only permitted outdoors for essential purposes) | 4, Local government encouraging (but not requiring) people to stay home | 5, No restrictions currently",,,,,,,,,,,,
covid_objective_34,covid_objective,,radio,"How often have you been social-distancing?","4, Always | 3, Often | 2, Sometimes | 1, Seldom | 0, Never",,,,,,,,,,,,
covid_objective_35,covid_objective,,radio,"How often are you getting outside of your house for allowed shelter-in-place activities?

(e.g., going on a walk or a run, walking a pet, spending time in your backyard, playing outdoor no-contact sports with members of your family)","4, Multiple times a day | 3, Once a day | 2, Every couple days | 1, Once a week | 0, Less than once a week",,,,,,,,,,,,
somatic_symptoms_instructions,somatic_symptoms,,descriptive,"For this survey I will ask you about a list of somatic symptoms. 

For the before COVID-19 responses, please think back and indicate how you generally felt in a typical 7 day period before COVID-19.

For the current responses, please indicate how much you have been bothered by any of the following problems during the past 7 days.",,,,,,,,,,,,,
somatic_symptoms_1_before,somatic_symptoms,,radio,"Before COVID-19 - Stomach pain","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_1_current,somatic_symptoms,,radio,"Currently - Stomach pain","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_2_before,somatic_symptoms,,radio,"Before COVID-19 - Back pain","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_2_current,somatic_symptoms,,radio,"Currently - Back pain","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_3_before,somatic_symptoms,,radio,"Before COVID-19 - Pain in your arms, legs, or joints (knees, hips, etc.)","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_3_current,somatic_symptoms,,radio,"Currently - Pain in your arms, legs, or joints (knees, hips, etc.)","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_4_before,somatic_symptoms,,radio,"Before COVID-19 - Menstrual cramps or other problems with your periods","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,"[participant_sex] = '2'",,,,somatic_symptoms_matrix_1,,
somatic_symptoms_4_current,somatic_symptoms,,radio,"Currently - Menstrual cramps or other problems with your periods","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,"[participant_sex] = '2'",,,,somatic_symptoms_matrix_1,,
somatic_symptoms_5_before,somatic_symptoms,,radio,"Before COVID-19 - Headaches","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_5_current,somatic_symptoms,,radio,"Currently - Headaches","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_6_before,somatic_symptoms,,radio,"Before COVID-19 - Chest pain","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_6_current,somatic_symptoms,,radio,"Currently - Chest pain","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_7_before,somatic_symptoms,,radio,"Before COVID-19 - Dizziness","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_7_current,somatic_symptoms,,radio,"Currently - Dizziness","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_8_before,somatic_symptoms,,radio,"Before COVID-19 - Fainting spells","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_8_current,somatic_symptoms,,radio,"Currently - Fainting spells","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_9_before,somatic_symptoms,,radio,"Before COVID-19 - Feeling your heart pound or race","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_9_current,somatic_symptoms,,radio,"Currently - Feeling your heart pound or race","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_10_before,somatic_symptoms,,radio,"Before COVID-19 - Shortness of breath","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_10_current,somatic_symptoms,,radio,"Currently - Shortness of breath","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_11_before,somatic_symptoms,,radio,"Before COVID-19 - Constipation, loose bowels, or diarrhea","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_11_current,somatic_symptoms,,radio,"Currently - Constipation, loose bowels, or diarrhea","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_12_before,somatic_symptoms,,radio,"Before COVID-19 - Nausea, gas, or indigestion","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_12_current,somatic_symptoms,,radio,"Currently - Nausea, gas, or indigestion","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_13_before,somatic_symptoms,,radio,"Before COVID-19 - Feeling tired or having low energy","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_13_current,somatic_symptoms,,radio,"Currently - Feeling tired or having low energy","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_14_before,somatic_symptoms,,radio,"Before COVID-19 - Trouble sleeping","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_14_current,somatic_symptoms,,radio,"Currently - Trouble sleeping","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot",,,,,,,,,,somatic_symptoms_matrix_1,,
somatic_symptoms_15_before,somatic_symptoms,,radio,"Before COVID-19 - Pain or problems during sexual intercourse","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot | 3, N/A",,,,,,,,,,somatic_symptoms_matrix_2,,
somatic_symptoms_15_current,somatic_symptoms,,radio,"Currently - Pain or problems during sexual intercourse","0, Not bothered at all | 1, Bothered a little | 2, Bothered a lot | 3, N/A",,,,,,,,,,somatic_symptoms_matrix_2,,
pss_1,pss,"The questions in this scale ask you about your feelings and thoughts during the last month. In each case, you will be asked to indicate by circling how often you felt or thought a certain way.",radio,"In the last month, how often have you been upset because of something that happened unexpectedly?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_2,pss,,radio,"In the last month, how often have you felt that you were unable to control the important things in your life?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_3,pss,,radio,"In the last month, how often have you felt nervous and stressed?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_4,pss,,radio,"In the last month, how often have you felt confident about your ability to handle your personal problems?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_5,pss,,radio,"In the last month, how often have you felt that things were going your way?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_6,pss,,radio,"In the last month, how often have you found that you could not cope with all the things that you had to do?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_7,pss,,radio,"In the last month, how often have you been able to control irritations in your life?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_8,pss,,radio,"In the last month, how often have you felt that you were on top of things?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_9,pss,,radio,"In the last month, how often have you been angered because of things that happened that were outside of your control?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
pss_10,pss,,radio,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?","0, Never | 1, Almost Never | 2, Sometimes | 3, Fairly Often | 4, Very Often",,,,,,,,,,pss_matrix_1,,
hai_instructions_1,hai,,descriptive,"Each question in this section consists of a group of four statements. 

Please read each group of statements carefully and then select the one which best describes your feelings. For each question, answer first how you feel usually (in the months before COVID-19), and second how you feel now (since COVID-19). If your feelings have not changed since COVID-19, please indicate this by selecting the same response. 

If more than one statement applies,  please select the one that is most applicable.",,,,,,,,,,,,,
hai_1_before,hai,,radio,"Usually, in the months before COVID-19, ","0, I did not worry about my health. | 1, I occasionally worried about my health. | 2, I spent much of my time worrying about my health. | 3, I spent most of my time worrying about my health.",,,,,,,,,,,,
hai_1_current,hai,,radio,"Currently, since COVID-19, ","0, I do not worry about my health. | 1, I occasionally worry about my health. | 2, I spend much of my time worrying about my health. | 3, I spend most of my time worrying about my health.",,,,,,,,,,,,
hai_2_before,hai,,radio,"Usually, in the months before COVID-19, ","0, I noticed aches/pains less than most other people (of my age). | 1, I noticed aches/pains as much as most other people (of my age). | 3, I noticed aches/pains more than most other people (of my age). | 4, I was aware of aches/pains in my body all the time.",,,,,,,,,,,,
hai_2_current,hai,,radio,"Currently, since COVID-19, ","0, I notice aches/pains less than most other people (of my age). | 1, I notice aches/pains as much as most other people (of my age). | 3, I notice aches/pains more than most other people (of my age). | 4, I am aware of aches/pains in my body all the time.",,,,,,,,,,,,
hai_3_before,hai,,radio,"Usually, in the months before COVID-19,","0, As a rule, I was not aware of bodily sensations or changes. | 1, Sometimes I was aware of bodily sensations or changes. | 2, I was often aware of bodily sensations or changes. | 3, I was constantly aware of bodily sensations or changes.",,,,,,,,,,,,
hai_3_current,hai,,radio,"Currently, since COVID-19,","0, As a rule, I am not aware of bodily sensations or changes. | 1, Sometimes I am aware of bodily sensations or changes. | 2, I am often aware of bodily sensations or changes. | 3, I am constantly aware of bodily sensations or changes.",,,,,,,,,,,,
hai_4_before,hai,,radio,"Usually, in the months before COVID-19, ","0, Resisting thoughts of illness was never a problem. | 1, Most of the time I could resist thoughts of illness. | 2, I tried to resist thoughts of illness but was often unable to do so. | 3, Thoughts of illness were so strong that I no longer even tried to resist them.",,,,,,,,,,,,
hai_4_current,hai,,radio,"Currently, since COVID-19, ","0, Resisting thoughts of illness is never a problem. | 1, Most of the time I can resist thoughts of illness. | 2, I try to resist thoughts of illness but am often unable to do so. | 3, Thoughts of illness are so strong that I no longer even try to resist them.",,,,,,,,,,,,
hai_5_before,hai,,radio,"Usually, in the months before COVID-19,","0, As a rule, I was not afraid that I had a serious illness. | 1, I was sometimes afraid that I had a serious illness. | 2, I was often afraid that I had a serious illness. | 3, I was always afraid that I had a serious illness.",,,,,,,,,,,,
hai_5_current,hai,,radio,"Currently, since COVID-19,","0, As a rule, I am not afraid that I have a serious illness. | 1, I am sometimes afraid that I have a serious illness. | 2, I am often afraid that I have a serious illness. | 3, I am always afraid that I have a serious illness.",,,,,,,,,,,,
hai_6_before,hai,,radio,"Usually, in the months before COVID-19, ","0, I did not have images (mental pictures) of myself being ill. | 1, I occasionally had images of myself being ill. | 2, I frequently had images of myself being ill. | 3, I constantly had images of myself being ill.",,,,,,,,,,,,
hai_6_current,hai,,radio,"Currently, since COVID-19, ","0, I do not have images (mental pictures) of myself being ill. | 1, I occasionally have images of myself being ill. | 2, I frequently have images of myself being ill. | 3, I constantly have images of myself being ill.",,,,,,,,,,,,
hai_7_before,hai,,radio,"Usually, in the months before COVID-19, ","0, I did not have any difficulty taking my mind off thoughts about my health. | 1, I sometimes had difficulty taking my mind off thoughts about my health. | 2, I often had difficulty in taking my mind off thoughts about my health. | 3, Nothing could take my mind off thoughts about my health.",,,,,,,,,,,,
hai_7_current,hai,,radio,"Currently, since COVID-19,","0, I do not have any difficulty taking my mind off thoughts about my health. | 1, I sometimes have difficulty taking my mind off thoughts about my health. | 2, I often have difficulty in taking my mind off thoughts about my health. | 3, Nothing can take my mind off thoughts about my health.",,,,,,,,,,,,
hai_8_before,hai,,radio,"Usually, in the months before COVID-19,
","0, I was lastingly relieved if my doctor told me there was nothing wrong. | 1, I was initially relieved but the worries sometimes returned later. | 2, I was initially relieved but the worries always returned later. | 3, I was not relieved if my doctor told me there was nothing wrong.",,,,,,,,,,,,
hai_8_current,hai,,radio,"Currently, since COVID-19,","0, I am lastingly relieved if my doctor tells me there is nothing wrong. | 1, I am initially relieved but the worries sometimes return later. | 2, I am initially relieved but the worries always return later. | 3, I am not relieved if my doctor tells me there is nothing wrong.",,,,,,,,,,,,
hai_9_before,hai,,radio,"Usually, in the months before COVID-19,","0, If I heard about an illness I never thought I had it myself. | 1, If I heard about an illness I sometimes thought I had it myself. | 2, If I heard about an illness I often thought I had it myself. | 3, If I heard about an illness I always thought I had it myself.",,,,,,,,,,,,
hai_9_current,hai,,radio,"Currently, since COVID-19,","0, If I hear about an illness I never think I have it myself. | 1, If I hear about an illness I sometimes think I have it myself. | 2, If I hear about an illness I often think I have it myself. | 3, If I hear about an illness I always think I have it myself.",,,,,,,,,,,,
hai_10_before,hai,,radio,"Usually, in the months before COVID-19,","0, If I had a bodily sensation or change I rarely wondered what it meant. | 1, If I had a bodily sensation or change I often wondered what it meant. | 2, If I had a bodily sensation or change I always wondered what it meant. | 3, If I had a bodily sensation or change I must know what it meant.",,,,,,,,,,,,
hai_10_current,hai,,radio,"Currently, since COVID-19, ","0, If I have a bodily sensation or change I rarely wonder what it means. | 1, If I have a bodily sensation or change I often wonder what it means. | 2, If I have a bodily sensation or change I always wonder what it means. | 3, If I have a bodily sensation or change I must know what it means.",,,,,,,,,,,,
hai_11_before,hai,,radio,"Usually, in the months before COVID-19, ","0, I usually felt at very low risk for developing a serious illness. | 1, I usually felt at fairly low risk for developing a serious illness. | 2, I usually felt at moderate risk for developing a serious illness. | 3, I usually felt at high risk for developing a serious illness.",,,,,,,,,,,,
hai_11_current,hai,,radio,"Currently, since COVID-19, ","0, I usually feel at very low risk for developing a serious illness. | 1, I usually feel at fairly low risk for developing a serious illness. | 2, I usually feel at moderate risk for developing a serious illness. | 3, I usually feel at high risk for developing a serious illness.",,,,,,,,,,,,
hai_12_before,hai,,radio,"Usually, in the months before COVID-19, ","0, I never thought I had a serious illness. | 1, I sometimes thought I had a serious illness. | 2, I often thought I had a serious illness. | 3, I usually thought that I was seriously ill.",,,,,,,,,,,,
hai_12_current,hai,,radio,"Currently, since COVID-19, ","0, I never think I have a serious illness. | 1, I sometimes think I have a serious illness. | 2, I often think I have a serious illness. | 3, I usually think that I am seriously ill.",,,,,,,,,,,,
hai_13_before,hai,,radio,"Usually, in the months before COVID-19, ","0, If I noticed an unexplained bodily sensation I didn't find it difficult to think about other things. | 1, If I noticed an unexplained bodily sensation I sometimes found it difficult to think about other things. | 2, If I noticed an unexplained bodily sensation I often found it difficult to think about other things. | 3, If I noticed an unexplained bodily sensation I always found it difficult to think about other things.",,,,,,,,,,,,
hai_13_current,hai,,radio,"Currently, since COVID-19, ","0, If I notice an unexplained bodily sensation I don't find it difficult to think about other things. | 1, If I notice an unexplained bodily sensation I sometimes find it difficult to think about other things. | 2, If I notice an unexplained bodily sensation I often find it difficult to think about other things. | 3, If I notice an unexplained bodily sensation I always find it difficult to think about other things.",,,,,,,,,,,,
hai_14_before,hai,,radio,"Usually, in the months before COVID-19, ","0, My family/friends would say I did not worry enough about my health. | 1, My family/friends would say I had a normal attitude to my health. | 2, My family/friends would say I worried too much about my health. | 3, My family/friends would say I was a hypochondriac.",,,,,,,,,,,,
hai_14_current,hai,,radio,"Currently, since COVID-19, ","0, My family/friends would say I do not worry enough about my health. | 1, My family/friends would say I have a normal attitude to my health. | 2, My family/friends would say I worry too much about my health. | 3, My family/friends would say I am a hypochondriac.",,,,,,,,,,,,
hai_instructions_2,hai,,descriptive,"For the following questions, please think about what it might be like if you had a serious illness of a type which particularly concerns you (such as heart disease, cancer, multiple sclerosis and so on). Of course, you cannot know for sure what it would be like. Please give your best estimate of what you think might happen, basing your estimate on what you know about yourself and serious illness in general.",,,,,,,,,,,,,
hai_15,hai,,radio,,"0, If I had a serious illness I would still be able to enjoy things in my life quite a lot. | 1, If I had a serious illness I would still be able to enjoy things in my life a little. | 2, If I had a serious illness I would be almost completely unable to enjoy things in my life. | 3, If I had a serious illness I would be completely unable to enjoy life at all.",,,,,,,,LV,,,,
hai_16,hai,,radio,,"0, If I developed a serious illness there is a good chance that modern medicine would be able to cure me. | 1, If I developed a serious illness there is a moderate chance that modern medicine would be able to cure me. | 2, If I developed a serious illness there is a very small chance that modern medicine would be able to cure me. | 3, If I developed a serious illness there is no chance that modern medicine would be able to cure me.",,,,,,,,LV,,,,
hai_17,hai,,radio,,"0, A serious illness would ruin some aspects of my life. | 1, A serious illness would ruin many aspects of my life. | 2, A serious illness would ruin almost every aspect of my life. | 3, A serious illness would ruin every aspect of my life.",,,,,,,,LV,,,,
hai_18,hai,,radio,,"0, If I had a serious illness I would not feel that I had lost my dignity. | 1, If I had a serious illness I would feel that I had lost a little of my dignity. | 2, If I had a serious illness I would feel that I had lost quite a lot of my dignity. | 3, If I had a serious illness I would feel that I had totally lost my dignity.",,,,,,,,LV,,,,
bdi_ii_1,bdi_ii,,descriptive,"This questionnaire consists of 21 groups of statements. Please read each group of statements carefully. 

Then select the ONE statement in each group that best describes the way you have been feeling during the PAST TWO WEEKS, INCLUDING TODAY. 

If you're in between two statements, select the one that is more intense or more frequent.",,,,,,,,,,,,,
bdi_ii_2,bdi_ii,,dropdown,Sadness,"1, I do not feel sad | 2, I feel sad much of the time | 3, I am sad all the time | 5, I am so sad or unhappy that I can't stand it",,,,,,,,,,,,
bdi_ii_3,bdi_ii,,dropdown,Pessimism,"1, I am not discouraged about my future | 2, I feel more discouraged about my future than I used to be | 3, I do not expect things to work out for me | 4, I feel my future is hopeless and will only get worse",,,,,,,,,,,,
bdi_ii_4,bdi_ii,,dropdown,"Past Failure","1, I do not feel like a failure | 2, I have failed more than I should have | 3, As I look back, all I see is a lot of failures | 4, I feel likeI am a total failure as a person",,,,,,,,,,,,
bdi_ii_5,bdi_ii,,dropdown,"Loss of Pleasure","1, I get as much pleasure as I ever did from the things I enjoy | 2, I don't enjoy things as much as I used to | 3, I get very little pleasure from the things I used to enjoy | 4, I am dissatisfied or bored with everything",,,,,,,,,,,,
bdi_ii_6,bdi_ii,,dropdown,"Guilty Feelings","1, I don't feel particularly guilty | 2, I feel guilty a good part of the time | 3, I feel quite guilty most of the time | 4, I feel guilty all the time",,,,,,,,,,,,
bdi_ii_7,bdi_ii,,dropdown,"Punishment Feelings","1, I don't feel I am being punished | 2, I feel I may be punished | 3, I expect to be punished | 4, I feel I am being punished",,,,,,,,,,,,
bdi_ii_8,bdi_ii,,dropdown,Self-Dislike,"1, I don't feel disappointed in myself | 2, I am disappointed in myself | 3, I am disgusted with myself | 4, I hate myself",,,,,,,,,,,,
bdi_ii_9,bdi_ii,,dropdown,Self-Criticalness,"1, I don't criticize or blame myself more than usual | 5, I am more critical of myself than I used to be | 6, I criticize myself for all of my faults | 7, I blame myself for everything bad that happens",,,,,,,,,,,,
bdi_ii_10,bdi_ii,,dropdown,Crying,"1, I don't cry any more than I used to | 2, I cry now more than I used to | 3, I cry over every little thing | 4, I feel like crying, but I can't",,,,,,,,,,,,
bdi_ii_11,bdi_ii,,dropdown,Agitation,"1, I am no more restless or wound up than usual | 2, I feel more restless or wound up than usual | 3, I am so restless or agitated that it's hard to stay still | 4, I am so restless or agitated that I have to keep moving or doing something",,,,,,,,,,,,
bdi_ii_12,bdi_ii,,dropdown,"Loss of Interest","1, I have not lost interest in other people or activities | 2, I am less interested in other people or things than before | 3, I have lost most of my interest in other people or things | 4, It's hard to get interested in anything",,,,,,,,,,,,
bdi_ii_13,bdi_ii,,dropdown,Indecisiveness,"1, I make decisions about as well as ever | 2, I find it more difficult to make decisions than usual | 3, I have much greater difficulty in making decisions than I used to | 4, I have trouble making any decisions",,,,,,,,,,,,
bdi_ii_14,bdi_ii,,dropdown,Worthlessness,"1, I do not feel I am worthless | 2, I don't consider myself as worthwhile and useful as I used to | 3, I feel more worthless as compared to other people | 4, I feel utterly worthless",,,,,,,,,,,,
bdi_ii_15,bdi_ii,,dropdown,"Loss of Energy","1, I have as much energy as ever | 2, I have less energy than I used to have | 3, I don't have enough energy to do very much | 4, I don't have enough energy to do anything",,,,,,,,,,,,
bdi_ii_16,bdi_ii,,dropdown,"Changes in Sleeping Pattern","1, I have not experienced any change in my sleeping pattern | 2, I sleep somewhat more than usual | 3, I sleep somewhat less than usual | 4, I sleep a lot more than usual | 5, I sleep a lot less than usual | 6, I sleep most of the day | 7, I wake up 1-2 hours early and can't get back to sleep",,,,,,,,,,,,
bdi_ii_17,bdi_ii,,dropdown,Irritability,"1, I am no more irritable than usual | 2, I am more irritable than usual | 3, I am much more irritable than usual | 4, I am irritable all the time",,,,,,,,,,,,
bdi_ii_18,bdi_ii,,dropdown,"Changes in Appetite","1, My appetite is no worse than usual | 5, My appetite is somewhat less than usual | 6, My appetite is somewhat greater than usual | 7, My appetite is much less than before | 8, My appetite is much greater than usual | 4, I have no appetite at all | 3, I crave food all the time",,,,,,,,,,,,
bdi_ii_19,bdi_ii,,dropdown,"Concentration Difficulty","1, I can concentrate as well as ever | 2, I can't concentrate as well as usual | 5, It's hard to keep my mind on anything for very long | 6, I find I can't concentrate on anything",,,,,,,,,,,,
bdi_ii_20,bdi_ii,,dropdown,"Tiredness or Fatigue","1, I am no more tired or fatigued than usual | 2, I get more tired or fatigued more easily than usual | 3, I am too tired or fatigued to do a lot of things I used to do | 4, I am too tired or fatigued to do most of the things I used to do",,,,,,,,,,,,
bdi_ii_21,bdi_ii,,dropdown,"Loss of Interest in Sex","1, I have not noticed any recent change in my interest in sex | 2, I am less interested in sex than I used to be | 3, I am much less interested in sex now | 4, I have lost interest in sex completely",,,,,,,,,,,,
bdi_ii_1_before,bdi_ii,,descriptive,"For this section, I want you to think of a TYPICAL TWO WEEK period BEFORE COVID-19. 

Then select the ONE statement in each group that best describes the way you felt in a typical two week period BEFORE THE ONSET OF THE COVID-19 PANDEMIC.

If you're in between two statements, select the one that is more intense or more frequent.",,,,,,,,,,,,,
bdi_ii_2_before,bdi_ii,,dropdown,Sadness,"1, I did not feel sad | 2, I felt sad much of the time | 3, I was sad all the time | 5, I was so sad or unhappy that I couldn't stand it",,,,,,,,,,,,
bdi_ii_3_before,bdi_ii,,dropdown,Pessimism,"1, I was not discouraged about my future | 2, I felt more discouraged about my future than I used to be | 3, I did not expect things to work out for me | 4, I felt my future was hopeless and would only get worse",,,,,,,,,,,,
bdi_ii_4_before,bdi_ii,,dropdown,"Past Failure","1, I did not feel like a failure | 2, I felt I had failed more than I should have | 3, As I looked back, all I saw was a lot of failures | 4, I felt like I was a total failure as a person",,,,,,,,,,,,
bdi_ii_5_before,bdi_ii,,dropdown,"Loss of Pleasure","1, I got as much pleasure as I ever did from the things I enjoy | 2, I didn't enjoy things as much as I used to | 3, I got very little pleasure from the things I used to enjoy | 4, I was dissatisfied or bored with everything",,,,,,,,,,,,
bdi_ii_6_before,bdi_ii,,dropdown,"Guilty Feelings","1, I didn't feel particularly guilty | 2, I felt guilty a good part of the time | 3, I felt quite guilty most of the time | 4, I felt guilty all the time",,,,,,,,,,,,
bdi_ii_7_before,bdi_ii,,dropdown,"Punishment Feelings","1, I didn't feel I was being punished | 2, I felt I may be punished | 3, I expected to be punished | 4, I felt I was being punished",,,,,,,,,,,,
bdi_ii_8_before,bdi_ii,,dropdown,Self-Dislike,"1, I didn't feel disappointed in myself | 2, I was disappointed in myself | 3, I was disgusted with myself | 4, I hated myself",,,,,,,,,,,,
bdi_ii_9_before,bdi_ii,,dropdown,Self-Criticalness,"1, I didn't criticize or blame myself more than usual | 5, I was more critical of myself than I used to be | 6, I criticized myself for all of my faults | 7, I blamed myself for everything bad that happened",,,,,,,,,,,,
bdi_ii_10_before,bdi_ii,,dropdown,Crying,"1, I didn't cry any more than I used to | 2, I cried then more than I used to | 3, I cried over every little thing | 4, I felt like crying, but I couldn't",,,,,,,,,,,,
bdi_ii_11_before,bdi_ii,,dropdown,Agitation,"1, I was no more restless or wound up than usual | 2, I felt more restless or wound up than usual | 3, I was so restless or agitated that it was hard to stay still | 4, I was so restless or agitated that I had to keep moving or doing something",,,,,,,,,,,,
bdi_ii_12_before,bdi_ii,,dropdown,"Loss of Interest","1, I had not lost interest in other people or activities | 2, I was less interested in other people or things than before | 3, I had lost most of my interest in other people or things | 4, It was hard to get interested in anything",,,,,,,,,,,,
bdi_ii_13_before,bdi_ii,,dropdown,Indecisiveness,"1, I made decisions about as well as ever | 2, I found it more difficult to make decisions than usual | 3, I had much greater difficulty in making decisions than I used to | 4, I had trouble making any decisions",,,,,,,,,,,,
bdi_ii_14_before,bdi_ii,,dropdown,Worthlessness,"1, I did not feel I am worthless | 2, I did not consider myself as worthwhile and useful as I used to | 3, I felt more worthless as compared to other people | 4, I felt utterly worthless",,,,,,,,,,,,
bdi_ii_15_before,bdi_ii,,dropdown,"Loss of Energy","1, I had as much energy as ever | 2, I had less energy than I used to have | 3, I didn't have enough energy to do very much | 4, I didn't have enough energy to do anything",,,,,,,,,,,,
